Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,Foraging_Condition_Kick,Egg_Neglect_Max,Success,Fail_Dead_Parent,Fail_Egg_Neglect_Max,Fail_Egg_Neglect_Cumulative
600,700,400,700,150,47,0,1,0.014,0,0.986,0
600,700,400,700,150,47,0,2,0.061,0,0.939,0
600,700,400,700,150,47,0,3,0.14,0.001,0.858,0.001
600,700,400,700,150,47,0,4,0.263,0,0.725,0.012
600,700,400,700,150,47,0,5,0.381,0,0.574,0.045
600,700,400,700,150,47,0,6,0.443,0,0.421,0.136
600,700,400,700,150,47,0,7,0.538,0,0.284,0.178
600,700,400,700,160,47,0,1,0.175,0,0.825,0
600,700,400,700,160,47,0,2,0.364,0,0.636,0
600,700,400,700,160,47,0,3,0.58,0,0.42,0
600,700,400,700,160,47,0,4,0.753,0,0.245,0.002
600,700,400,700,160,47,0,5,0.858,0,0.135,0.007
600,700,400,700,160,47,0,6,0.93,0,0.058,0.012
600,700,400,700,160,47,0,7,0.946,0,0.04,0.014
600,700,400,700,170,47,0,1,0.58,0,0.42,0
600,700,400,700,170,47,0,2,0.8,0,0.2,0
600,700,400,700,170,47,0,3,0.917,0,0.083,0
600,700,400,700,170,47,0,4,0.97,0,0.03,0
600,700,400,700,170,47,0,5,0.989,0,0.011,0
600,700,400,700,170,47,0,6,0.995,0,0.005,0
600,700,400,700,170,47,0,7,0.998,0,0.002,0
600,700,400,800,130,47,0,1,0,0.023,0.977,0
600,700,400,800,130,47,0,2,0,0.049,0.951,0
600,700,400,800,130,47,0,3,0,0.048,0.952,0
600,700,400,800,130,47,0,4,0,0.035,0.965,0
600,700,400,800,130,47,0,5,0,0.044,0.956,0
600,700,400,800,130,47,0,6,0,0.039,0.957,0.004
600,700,400,800,130,47,0,7,0,0.04,0.951,0.009
600,700,400,800,140,47,0,1,0,0,1,0
600,700,400,800,140,47,0,2,0.002,0,0.998,0
600,700,400,800,140,47,0,3,0.007,0.001,0.992,0
600,700,400,800,140,47,0,4,0.014,0.004,0.978,0.004
600,700,400,800,140,47,0,5,0.019,0.001,0.957,0.023
600,700,400,800,140,47,0,6,0.034,0.001,0.883,0.082
600,700,400,800,140,47,0,7,0.031,0.002,0.817,0.15
600,700,400,800,150,47,0,1,0.007,0,0.993,0
600,700,400,800,150,47,0,2,0.031,0,0.969,0
600,700,400,800,150,47,0,3,0.115,0,0.884,0.001
600,700,400,800,150,47,0,4,0.222,0,0.759,0.019
600,700,400,800,150,47,0,5,0.297,0,0.629,0.074
600,700,400,800,150,47,0,6,0.403,0,0.455,0.142
600,700,400,800,150,47,0,7,0.436,0,0.338,0.226
600,700,400,800,160,47,0,1,0.089,0,0.911,0
600,700,400,800,160,47,0,2,0.255,0,0.745,0
600,700,400,800,160,47,0,3,0.492,0,0.508,0
600,700,400,800,160,47,0,4,0.712,0,0.284,0.004
600,700,400,800,160,47,0,5,0.824,0,0.164,0.012
600,700,400,800,160,47,0,6,0.896,0,0.077,0.027
600,700,400,800,160,47,0,7,0.925,0,0.05,0.025
600,700,400,800,170,47,0,1,0.4,0,0.6,0
600,700,400,800,170,47,0,2,0.708,0,0.292,0
600,700,400,800,170,47,0,3,0.856,0,0.144,0
600,700,400,800,170,47,0,4,0.947,0,0.053,0
600,700,400,800,170,47,0,5,0.985,0,0.015,0
600,700,400,800,170,47,0,6,0.989,0,0.011,0
600,700,400,800,170,47,0,7,0.996,0,0.004,0
600,700,400,900,130,47,0,1,0,0.029,0.971,0
600,700,400,900,130,47,0,2,0,0.031,0.969,0
600,700,400,900,130,47,0,3,0,0.027,0.973,0
600,700,400,900,130,47,0,4,0,0.026,0.974,0
600,700,400,900,130,47,0,5,0.001,0.04,0.959,0
600,700,400,900,130,47,0,6,0,0.029,0.967,0.004
600,700,400,900,130,47,0,7,0,0.032,0.962,0.006
600,700,400,900,140,47,0,1,0,0,1,0
600,700,400,900,140,47,0,2,0,0,1,0
600,700,400,900,140,47,0,3,0.003,0.003,0.994,0
600,700,400,900,140,47,0,4,0.006,0.001,0.99,0.003
600,700,400,900,140,47,0,5,0.015,0.002,0.953,0.03
600,700,400,900,140,47,0,6,0.02,0,0.919,0.061
600,700,400,900,140,47,0,7,0.016,0.002,0.869,0.113
600,700,400,900,150,47,0,1,0.002,0,0.998,0
600,700,400,900,150,47,0,2,0.024,0,0.976,0
600,700,400,900,150,47,0,3,0.069,0,0.93,0.001
600,700,400,900,150,47,0,4,0.168,0,0.817,0.015
600,700,400,900,150,47,0,5,0.25,0,0.677,0.073
600,700,400,900,150,47,0,6,0.346,0,0.489,0.165
600,700,400,900,150,47,0,7,0.37,0,0.368,0.262
600,700,400,900,160,47,0,1,0.034,0,0.966,0
600,700,400,900,160,47,0,2,0.168,0,0.832,0
600,700,400,900,160,47,0,3,0.396,0,0.604,0
600,700,400,900,160,47,0,4,0.665,0,0.332,0.003
600,700,400,900,160,47,0,5,0.757,0,0.229,0.014
600,700,400,900,160,47,0,6,0.869,0,0.094,0.037
600,700,400,900,160,47,0,7,0.906,0,0.053,0.041
600,700,400,900,170,47,0,1,0.244,0,0.756,0
600,700,400,900,170,47,0,2,0.546,0,0.454,0
600,700,400,900,170,47,0,3,0.789,0,0.211,0
600,700,400,900,170,47,0,4,0.926,0,0.074,0
600,700,400,900,170,47,0,5,0.964,0,0.036,0
600,700,400,900,170,47,0,6,0.989,0,0.011,0
600,700,400,900,170,47,0,7,0.997,0,0.002,0.001
600,700,500,700,130,47,0,1,0,0.028,0.972,0
600,700,500,700,130,47,0,2,0,0.027,0.973,0
600,700,500,700,130,47,0,3,0,0.036,0.964,0
600,700,500,700,130,47,0,4,0.001,0.025,0.974,0
600,700,500,700,130,47,0,5,0,0.03,0.97,0
600,700,500,700,130,47,0,6,0,0.029,0.966,0.005
600,700,500,700,130,47,0,7,0,0.043,0.933,0.024
600,700,500,700,140,47,0,1,0,0,1,0
600,700,500,700,140,47,0,2,0.003,0.001,0.996,0
600,700,500,700,140,47,0,3,0.011,0.002,0.987,0
600,700,500,700,140,47,0,4,0.013,0.001,0.977,0.009
600,700,500,700,140,47,0,5,0.021,0.001,0.94,0.038
600,700,500,700,140,47,0,6,0.031,0,0.869,0.1
600,700,500,700,140,47,0,7,0.048,0,0.745,0.207
600,700,500,700,150,47,0,1,0.019,0,0.981,0
600,700,500,700,150,47,0,2,0.048,0,0.952,0
600,700,500,700,150,47,0,3,0.165,0,0.834,0.001
600,700,500,700,150,47,0,4,0.262,0,0.724,0.014
600,700,500,700,150,47,0,5,0.355,0,0.562,0.083
600,700,500,700,150,47,0,6,0.438,0,0.384,0.178
600,700,500,700,150,47,0,7,0.482,0,0.257,0.261
600,700,500,700,160,47,0,1,0.156,0,0.844,0
600,700,500,700,160,47,0,2,0.362,0,0.638,0
600,700,500,700,160,47,0,3,0.577,0,0.423,0
600,700,500,700,160,47,0,4,0.759,0,0.239,0.002
600,700,500,700,160,47,0,5,0.873,0,0.123,0.004
600,700,500,700,160,47,0,6,0.92,0,0.061,0.019
600,700,500,700,160,47,0,7,0.952,0,0.034,0.014
600,700,500,700,170,47,0,1,0.561,0,0.439,0
600,700,500,700,170,47,0,2,0.81,0,0.19,0
600,700,500,700,170,47,0,3,0.927,0,0.073,0
600,700,500,700,170,47,0,4,0.974,0,0.026,0
600,700,500,700,170,47,0,5,0.993,0,0.007,0
600,700,500,700,170,47,0,6,0.993,0,0.007,0
600,700,500,700,170,47,0,7,0.996,0,0.003,0.001
600,700,500,800,130,47,0,1,0,0.025,0.975,0
600,700,500,800,130,47,0,2,0,0.027,0.973,0
600,700,500,800,130,47,0,3,0,0.033,0.967,0
600,700,500,800,130,47,0,4,0,0.026,0.974,0
600,700,500,800,130,47,0,5,0,0.03,0.967,0.003
600,700,500,800,130,47,0,6,0,0.028,0.965,0.007
600,700,500,800,130,47,0,7,0,0.024,0.973,0.003
600,700,500,800,140,47,0,1,0,0.001,0.999,0
600,700,500,800,140,47,0,2,0.001,0,0.999,0
600,700,500,800,140,47,0,3,0.002,0,0.998,0
600,700,500,800,140,47,0,4,0.014,0.002,0.984,0
600,700,500,800,140,47,0,5,0.022,0.001,0.95,0.027
600,700,500,800,140,47,0,6,0.024,0,0.901,0.075
600,700,500,800,140,47,0,7,0.025,0,0.803,0.172
600,700,500,800,150,47,0,1,0.013,0,0.987,0
600,700,500,800,150,47,0,2,0.028,0,0.972,0
600,700,500,800,150,47,0,3,0.113,0,0.882,0.005
600,700,500,800,150,47,0,4,0.212,0,0.77,0.018
600,700,500,800,150,47,0,5,0.314,0,0.605,0.081
600,700,500,800,150,47,0,6,0.344,0,0.471,0.185
600,700,500,800,150,47,0,7,0.41,0,0.323,0.267
600,700,500,800,160,47,0,1,0.094,0,0.906,0
600,700,500,800,160,47,0,2,0.273,0,0.727,0
600,700,500,800,160,47,0,3,0.498,0,0.502,0
600,700,500,800,160,47,0,4,0.696,0,0.299,0.005
600,700,500,800,160,47,0,5,0.826,0,0.164,0.01
600,700,500,800,160,47,0,6,0.87,0,0.105,0.025
600,700,500,800,160,47,0,7,0.939,0,0.038,0.023
600,700,500,800,170,47,0,1,0.43,0,0.57,0
600,700,500,800,170,47,0,2,0.733,0,0.267,0
600,700,500,800,170,47,0,3,0.855,0,0.145,0
600,700,500,800,170,47,0,4,0.961,0,0.039,0
600,700,500,800,170,47,0,5,0.984,0,0.016,0
600,700,500,800,170,47,0,6,0.994,0,0.005,0.001
600,700,500,800,170,47,0,7,0.996,0,0.004,0
600,700,500,900,130,47,0,1,0,0.022,0.978,0
600,700,500,900,130,47,0,2,0,0.023,0.977,0
600,700,500,900,130,47,0,3,0,0.025,0.975,0
600,700,500,900,130,47,0,4,0,0.03,0.97,0
600,700,500,900,130,47,0,5,0,0.035,0.964,0.001
600,700,500,900,130,47,0,6,0.001,0.025,0.973,0.001
600,700,500,900,130,47,0,7,0,0.018,0.974,0.008
600,700,500,900,140,47,0,1,0,0,1,0
600,700,500,900,140,47,0,2,0.001,0,0.999,0
600,700,500,900,140,47,0,3,0.002,0,0.998,0
600,700,500,900,140,47,0,4,0.002,0.002,0.992,0.004
600,700,500,900,140,47,0,5,0.014,0,0.963,0.023
600,700,500,900,140,47,0,6,0.016,0,0.92,0.064
600,700,500,900,140,47,0,7,0.015,0,0.833,0.152
600,700,500,900,150,47,0,1,0.001,0,0.999,0
600,700,500,900,150,47,0,2,0.01,0,0.99,0
600,700,500,900,150,47,0,3,0.073,0,0.927,0
600,700,500,900,150,47,0,4,0.166,0,0.817,0.017
600,700,500,900,150,47,0,5,0.222,0,0.7,0.078
600,700,500,900,150,47,0,6,0.304,0,0.53,0.166
600,700,500,900,150,47,0,7,0.367,0,0.364,0.269
600,700,500,900,160,47,0,1,0.02,0,0.98,0
600,700,500,900,160,47,0,2,0.176,0,0.824,0
600,700,500,900,160,47,0,3,0.42,0,0.58,0
600,700,500,900,160,47,0,4,0.637,0,0.356,0.007
600,700,500,900,160,47,0,5,0.767,0,0.213,0.02
600,700,500,900,160,47,0,6,0.85,0,0.112,0.038
600,700,500,900,160,47,0,7,0.899,0,0.055,0.046
600,700,500,900,170,47,0,1,0.26,0,0.74,0
600,700,500,900,170,47,0,2,0.562,0,0.438,0
600,700,500,900,170,47,0,3,0.789,0,0.211,0
600,700,500,900,170,47,0,4,0.914,0,0.086,0
600,700,500,900,170,47,0,5,0.975,0,0.025,0
600,700,500,900,170,47,0,6,0.988,0,0.012,0
600,700,500,900,170,47,0,7,0.999,0,0.001,0
600,700,600,700,130,47,0,1,0,0.01,0.99,0
600,700,600,700,130,47,0,2,0,0.021,0.979,0
600,700,600,700,130,47,0,3,0,0.017,0.983,0
600,700,600,700,130,47,0,4,0,0.024,0.976,0
600,700,600,700,130,47,0,5,0,0.019,0.98,0.001
600,700,600,700,130,47,0,6,0.001,0.017,0.968,0.014
600,700,600,700,130,47,0,7,0,0.021,0.949,0.03
600,700,600,700,140,47,0,1,0,0,1,0
600,700,600,700,140,47,0,2,0.005,0,0.995,0
600,700,600,700,140,47,0,3,0.011,0.001,0.987,0.001
600,700,600,700,140,47,0,4,0.017,0,0.967,0.016
600,700,600,700,140,47,0,5,0.035,0,0.882,0.083
600,700,600,700,140,47,0,6,0.034,0,0.78,0.186
600,700,600,700,140,47,0,7,0.043,0.001,0.645,0.311
600,700,600,700,150,47,0,1,0.01,0,0.99,0
600,700,600,700,150,47,0,2,0.045,0,0.955,0
600,700,600,700,150,47,0,3,0.183,0,0.811,0.006
600,700,600,700,150,47,0,4,0.31,0,0.639,0.051
600,700,600,700,150,47,0,5,0.376,0,0.462,0.162
600,700,600,700,150,47,0,6,0.456,0,0.296,0.248
600,700,600,700,150,47,0,7,0.478,0,0.191,0.331
600,700,600,700,160,47,0,1,0.139,0,0.861,0
600,700,600,700,160,47,0,2,0.366,0,0.634,0
600,700,600,700,160,47,0,3,0.669,0,0.33,0.001
600,700,600,700,160,47,0,4,0.793,0,0.2,0.007
600,700,600,700,160,47,0,5,0.9,0,0.085,0.015
600,700,600,700,160,47,0,6,0.936,0,0.044,0.02
600,700,600,700,160,47,0,7,0.959,0,0.01,0.031
600,700,600,700,170,47,0,1,0.551,0,0.449,0
600,700,600,700,170,47,0,2,0.796,0,0.204,0
600,700,600,700,170,47,0,3,0.921,0,0.079,0
600,700,600,700,170,47,0,4,0.978,0,0.022,0
600,700,600,700,170,47,0,5,0.992,0,0.008,0
600,700,600,700,170,47,0,6,0.999,0,0.001,0
600,700,600,700,170,47,0,7,0.998,0,0.001,0.001
600,700,600,800,130,47,0,1,0,0.021,0.979,0
600,700,600,800,130,47,0,2,0,0.016,0.984,0
600,700,600,800,130,47,0,3,0,0.023,0.977,0
600,700,600,800,130,47,0,4,0,0.02,0.98,0
600,700,600,800,130,47,0,5,0,0.015,0.983,0.002
600,700,600,800,130,47,0,6,0,0.019,0.976,0.005
600,700,600,800,130,47,0,7,0,0.023,0.963,0.014
600,700,600,800,140,47,0,1,0,0,1,0
600,700,600,800,140,47,0,2,0,0.001,0.999,0
600,700,600,800,140,47,0,3,0.002,0,0.998,0
600,700,600,800,140,47,0,4,0.008,0,0.977,0.015
600,700,600,800,140,47,0,5,0.013,0.001,0.948,0.038
600,700,600,800,140,47,0,6,0.026,0,0.88,0.094
600,700,600,800,140,47,0,7,0.028,0.003,0.755,0.214
600,700,600,800,150,47,0,1,0.003,0,0.997,0
600,700,600,800,150,47,0,2,0.041,0,0.959,0
600,700,600,800,150,47,0,3,0.114,0,0.884,0.002
600,700,600,800,150,47,0,4,0.234,0,0.73,0.036
600,700,600,800,150,47,0,5,0.311,0,0.576,0.113
600,700,600,800,150,47,0,6,0.379,0,0.404,0.217
600,700,600,800,150,47,0,7,0.384,0,0.282,0.334
600,700,600,800,160,47,0,1,0.1,0,0.9,0
600,700,600,800,160,47,0,2,0.271,0,0.729,0
600,700,600,800,160,47,0,3,0.532,0,0.468,0
600,700,600,800,160,47,0,4,0.728,0,0.269,0.003
600,700,600,800,160,47,0,5,0.84,0,0.141,0.019
600,700,600,800,160,47,0,6,0.883,0,0.084,0.033
600,700,600,800,160,47,0,7,0.941,0,0.028,0.031
600,700,600,800,170,47,0,1,0.412,0,0.588,0
600,700,600,800,170,47,0,2,0.7,0,0.3,0
600,700,600,800,170,47,0,3,0.881,0,0.119,0
600,700,600,800,170,47,0,4,0.957,0,0.043,0
600,700,600,800,170,47,0,5,0.981,0,0.019,0
600,700,600,800,170,47,0,6,0.995,0,0.005,0
600,700,600,800,170,47,0,7,0.998,0,0.002,0
600,700,600,900,130,47,0,1,0,0.014,0.986,0
600,700,600,900,130,47,0,2,0,0.022,0.978,0
600,700,600,900,130,47,0,3,0,0.025,0.975,0
600,700,600,900,130,47,0,4,0,0.013,0.987,0
600,700,600,900,130,47,0,5,0,0.022,0.978,0
600,700,600,900,130,47,0,6,0.001,0.024,0.972,0.003
600,700,600,900,130,47,0,7,0.001,0.023,0.97,0.006
600,700,600,900,140,47,0,1,0,0,1,0
600,700,600,900,140,47,0,2,0.001,0,0.999,0
600,700,600,900,140,47,0,3,0.001,0,0.999,0
600,700,600,900,140,47,0,4,0.004,0,0.988,0.008
600,700,600,900,140,47,0,5,0.006,0,0.965,0.029
600,700,600,900,140,47,0,6,0.011,0,0.923,0.066
600,700,600,900,140,47,0,7,0.015,0,0.825,0.16
600,700,600,900,150,47,0,1,0.002,0,0.998,0
600,700,600,900,150,47,0,2,0.015,0,0.985,0
600,700,600,900,150,47,0,3,0.078,0,0.922,0
600,700,600,900,150,47,0,4,0.154,0,0.819,0.027
600,700,600,900,150,47,0,5,0.272,0,0.637,0.091
600,700,600,900,150,47,0,6,0.312,0,0.491,0.197
600,700,600,900,150,47,0,7,0.333,0,0.363,0.304
600,700,600,900,160,47,0,1,0.033,0,0.967,0
600,700,600,900,160,47,0,2,0.193,0,0.807,0
600,700,600,900,160,47,0,3,0.438,0,0.562,0
600,700,600,900,160,47,0,4,0.64,0,0.353,0.007
600,700,600,900,160,47,0,5,0.776,0,0.205,0.019
600,700,600,900,160,47,0,6,0.868,0,0.098,0.034
600,700,600,900,160,47,0,7,0.9,0,0.044,0.056
600,700,600,900,170,47,0,1,0.237,0,0.763,0
600,700,600,900,170,47,0,2,0.554,0,0.446,0
600,700,600,900,170,47,0,3,0.803,0,0.197,0
600,700,600,900,170,47,0,4,0.934,0,0.066,0
600,700,600,900,170,47,0,5,0.974,0,0.026,0
600,700,600,900,170,47,0,6,0.991,0,0.008,0.001
600,700,600,900,170,47,0,7,0.998,0,0.002,0
600,800,400,700,130,47,0,1,0,0.047,0.953,0
600,800,400,700,130,47,0,2,0,0.073,0.927,0
600,800,400,700,130,47,0,3,0,0.057,0.943,0
600,800,400,700,130,47,0,4,0,0.066,0.934,0
600,800,400,700,130,47,0,5,0,0.046,0.954,0
600,800,400,700,130,47,0,6,0,0.074,0.925,0.001
600,800,400,700,130,47,0,7,0,0.066,0.93,0.004
600,800,400,700,140,47,0,1,0,0.003,0.997,0
600,800,400,700,140,47,0,2,0,0.003,0.997,0
600,800,400,700,140,47,0,3,0.002,0.002,0.996,0
600,800,400,700,140,47,0,4,0.011,0.001,0.988,0
600,800,400,700,140,47,0,5,0.014,0.003,0.977,0.006
600,800,400,700,140,47,0,6,0.023,0.002,0.954,0.021
600,800,400,700,140,47,0,7,0.035,0.003,0.901,0.061
600,800,400,700,150,47,0,1,0.016,0,0.984,0
600,800,400,700,150,47,0,2,0.036,0,0.964,0
600,800,400,700,150,47,0,3,0.083,0,0.917,0
600,800,400,700,150,47,0,4,0.129,0,0.87,0.001
600,800,400,700,150,47,0,5,0.238,0.001,0.751,0.01
600,800,400,700,150,47,0,6,0.351,0,0.602,0.047
600,800,400,700,150,47,0,7,0.444,0,0.461,0.095
600,800,400,700,160,47,0,1,0.185,0,0.815,0
600,800,400,700,160,47,0,2,0.289,0,0.711,0
600,800,400,700,160,47,0,3,0.465,0,0.535,0
600,800,400,700,160,47,0,4,0.607,0,0.393,0
600,800,400,700,160,47,0,5,0.734,0,0.266,0
600,800,400,700,160,47,0,6,0.851,0,0.144,0.005
600,800,400,700,160,47,0,7,0.894,0,0.088,0.018
600,800,400,700,170,47,0,1,0.602,0,0.398,0
600,800,400,700,170,47,0,2,0.718,0,0.282,0
600,800,400,700,170,47,0,3,0.818,0,0.182,0
600,800,400,700,170,47,0,4,0.922,0,0.078,0
600,800,400,700,170,47,0,5,0.951,0,0.049,0
600,800,400,700,170,47,0,6,0.988,0,0.012,0
600,800,400,700,170,47,0,7,0.995,0,0.005,0
600,800,400,800,130,47,0,1,0,0.052,0.948,0
600,800,400,800,130,47,0,2,0,0.058,0.942,0
600,800,400,800,130,47,0,3,0,0.042,0.958,0
600,800,400,800,130,47,0,4,0,0.06,0.94,0
600,800,400,800,130,47,0,5,0,0.05,0.95,0
600,800,400,800,130,47,0,6,0,0.049,0.951,0
600,800,400,800,130,47,0,7,0,0.04,0.957,0.003
600,800,400,800,140,47,0,1,0,0.001,0.999,0
600,800,400,800,140,47,0,2,0.001,0.002,0.997,0
600,800,400,800,140,47,0,3,0.002,0.002,0.996,0
600,800,400,800,140,47,0,4,0.004,0.002,0.994,0
600,800,400,800,140,47,0,5,0.011,0.002,0.983,0.004
600,800,400,800,140,47,0,6,0.014,0.002,0.969,0.015
600,800,400,800,140,47,0,7,0.018,0.001,0.951,0.03
600,800,400,800,150,47,0,1,0.008,0,0.992,0
600,800,400,800,150,47,0,2,0.023,0,0.977,0
600,800,400,800,150,47,0,3,0.048,0,0.952,0
600,800,400,800,150,47,0,4,0.095,0,0.903,0.002
600,800,400,800,150,47,0,5,0.204,0,0.787,0.009
600,800,400,800,150,47,0,6,0.27,0,0.699,0.031
600,800,400,800,150,47,0,7,0.336,0,0.581,0.083
600,800,400,800,160,47,0,1,0.105,0,0.895,0
600,800,400,800,160,47,0,2,0.203,0,0.797,0
600,800,400,800,160,47,0,3,0.3,0,0.7,0
600,800,400,800,160,47,0,4,0.476,0,0.524,0
600,800,400,800,160,47,0,5,0.639,0,0.36,0.001
600,800,400,800,160,47,0,6,0.756,0,0.234,0.01
600,800,400,800,160,47,0,7,0.855,0,0.125,0.02
600,800,400,800,170,47,0,1,0.441,0,0.559,0
600,800,400,800,170,47,0,2,0.606,0,0.394,0
600,800,400,800,170,47,0,3,0.761,0,0.239,0
600,800,400,800,170,47,0,4,0.865,0,0.135,0
600,800,400,800,170,47,0,5,0.931,0,0.069,0
600,800,400,800,170,47,0,6,0.975,0,0.025,0
600,800,400,800,170,47,0,7,0.989,0,0.011,0
600,800,400,900,130,47,0,1,0,0.047,0.953,0
600,800,400,900,130,47,0,2,0,0.045,0.955,0
600,800,400,900,130,47,0,3,0,0.055,0.945,0
600,800,400,900,130,47,0,4,0,0.045,0.955,0
600,800,400,900,130,47,0,5,0,0.05,0.95,0
600,800,400,900,130,47,0,6,0,0.051,0.949,0
600,800,400,900,130,47,0,7,0,0.051,0.947,0.002
600,800,400,900,140,47,0,1,0,0,1,0
600,800,400,900,140,47,0,2,0,0.001,0.999,0
600,800,400,900,140,47,0,3,0,0.002,0.998,0
600,800,400,900,140,47,0,4,0.001,0.001,0.998,0
600,800,400,900,140,47,0,5,0.003,0.002,0.994,0.001
600,800,400,900,140,47,0,6,0.017,0.001,0.974,0.008
600,800,400,900,140,47,0,7,0.019,0,0.953,0.028
600,800,400,900,150,47,0,1,0.001,0,0.999,0
600,800,400,900,150,47,0,2,0.006,0,0.994,0
600,800,400,900,150,47,0,3,0.029,0,0.971,0
600,800,400,900,150,47,0,4,0.069,0,0.93,0.001
600,800,400,900,150,47,0,5,0.124,0,0.872,0.004
600,800,400,900,150,47,0,6,0.201,0,0.757,0.042
600,800,400,900,150,47,0,7,0.262,0,0.634,0.104
600,800,400,900,160,47,0,1,0.051,0,0.949,0
600,800,400,900,160,47,0,2,0.073,0,0.927,0
600,800,400,900,160,47,0,3,0.236,0,0.764,0
600,800,400,900,160,47,0,4,0.371,0,0.629,0
600,800,400,900,160,47,0,5,0.556,0,0.442,0.002
600,800,400,900,160,47,0,6,0.713,0,0.28,0.007
600,800,400,900,160,47,0,7,0.8,0,0.181,0.019
600,800,400,900,170,47,0,1,0.246,0,0.754,0
600,800,400,900,170,47,0,2,0.392,0,0.608,0
600,800,400,900,170,47,0,3,0.606,0,0.394,0
600,800,400,900,170,47,0,4,0.781,0,0.219,0
600,800,400,900,170,47,0,5,0.891,0,0.109,0
600,800,400,900,170,47,0,6,0.964,0,0.035,0.001
600,800,400,900,170,47,0,7,0.984,0,0.015,0.001
600,800,500,700,130,47,0,1,0,0.035,0.965,0
600,800,500,700,130,47,0,2,0,0.029,0.971,0
600,800,500,700,130,47,0,3,0,0.028,0.972,0
600,800,500,700,130,47,0,4,0.001,0.031,0.968,0
600,800,500,700,130,47,0,5,0.001,0.034,0.965,0
600,800,500,700,130,47,0,6,0,0.025,0.974,0.001
600,800,500,700,130,47,0,7,0,0.047,0.948,0.005
600,800,500,700,140,47,0,1,0,0,1,0
600,800,500,700,140,47,0,2,0.001,0,0.999,0
600,800,500,700,140,47,0,3,0.002,0.001,0.997,0
600,800,500,700,140,47,0,4,0.008,0.001,0.991,0
600,800,500,700,140,47,0,5,0.016,0.001,0.974,0.009
600,800,500,700,140,47,0,6,0.021,0.004,0.929,0.046
600,800,500,700,140,47,0,7,0.028,0,0.886,0.086
600,800,500,700,150,47,0,1,0.011,0,0.989,0
600,800,500,700,150,47,0,2,0.027,0,0.973,0
600,800,500,700,150,47,0,3,0.083,0,0.917,0
600,800,500,700,150,47,0,4,0.16,0,0.836,0.004
600,800,500,700,150,47,0,5,0.272,0,0.698,0.03
600,800,500,700,150,47,0,6,0.369,0,0.547,0.084
600,800,500,700,150,47,0,7,0.405,0,0.425,0.17
600,800,500,700,160,47,0,1,0.169,0,0.831,0
600,800,500,700,160,47,0,2,0.27,0,0.73,0
600,800,500,700,160,47,0,3,0.442,0,0.558,0
600,800,500,700,160,47,0,4,0.628,0,0.371,0.001
600,800,500,700,160,47,0,5,0.769,0,0.23,0.001
600,800,500,700,160,47,0,6,0.867,0,0.125,0.008
600,800,500,700,160,47,0,7,0.906,0,0.076,0.018
600,800,500,700,170,47,0,1,0.551,0,0.449,0
600,800,500,700,170,47,0,2,0.704,0,0.296,0
600,800,500,700,170,47,0,3,0.858,0,0.142,0
600,800,500,700,170,47,0,4,0.93,0,0.07,0
600,800,500,700,170,47,0,5,0.969,0,0.031,0
600,800,500,700,170,47,0,6,0.986,0,0.014,0
600,800,500,700,170,47,0,7,0.998,0,0.002,0
600,800,500,800,130,47,0,1,0,0.031,0.969,0
600,800,500,800,130,47,0,2,0,0.031,0.969,0
600,800,500,800,130,47,0,3,0,0.029,0.971,0
600,800,500,800,130,47,0,4,0.001,0.029,0.97,0
600,800,500,800,130,47,0,5,0.001,0.027,0.972,0
600,800,500,800,130,47,0,6,0,0.038,0.962,0
600,800,500,800,130,47,0,7,0,0.02,0.979,0.001
600,800,500,800,140,47,0,1,0,0,1,0
600,800,500,800,140,47,0,2,0,0,1,0
600,800,500,800,140,47,0,3,0.003,0.002,0.995,0
600,800,500,800,140,47,0,4,0.006,0,0.994,0
600,800,500,800,140,47,0,5,0.007,0,0.985,0.008
600,800,500,800,140,47,0,6,0.015,0.003,0.965,0.017
600,800,500,800,140,47,0,7,0.021,0.001,0.919,0.059
600,800,500,800,150,47,0,1,0.005,0,0.995,0
600,800,500,800,150,47,0,2,0.02,0,0.98,0
600,800,500,800,150,47,0,3,0.044,0,0.956,0
600,800,500,800,150,47,0,4,0.1,0,0.899,0.001
600,800,500,800,150,47,0,5,0.199,0,0.781,0.02
600,800,500,800,150,47,0,6,0.269,0,0.671,0.06
600,800,500,800,150,47,0,7,0.338,0,0.541,0.121
600,800,500,800,160,47,0,1,0.092,0,0.908,0
600,800,500,800,160,47,0,2,0.215,0,0.785,0
600,800,500,800,160,47,0,3,0.323,0,0.677,0
600,800,500,800,160,47,0,4,0.522,0,0.478,0
600,800,500,800,160,47,0,5,0.666,0,0.331,0.003
600,800,500,800,160,47,0,6,0.802,0,0.187,0.011
600,800,500,800,160,47,0,7,0.871,0,0.108,0.021
600,800,500,800,170,47,0,1,0.439,0,0.561,0
600,800,500,800,170,47,0,2,0.614,0,0.386,0
600,800,500,800,170,47,0,3,0.767,0,0.233,0
600,800,500,800,170,47,0,4,0.89,0,0.11,0
600,800,500,800,170,47,0,5,0.954,0,0.046,0
600,800,500,800,170,47,0,6,0.976,0,0.024,0
600,800,500,800,170,47,0,7,0.998,0,0.002,0
600,800,500,900,130,47,0,1,0,0.024,0.976,0
600,800,500,900,130,47,0,2,0,0.029,0.971,0
